common_voice_zh-CN_20073517.wav	水火箭是以水的压力作为推动力来推动前进的一种模型火箭。
common_voice_zh-CN_20073518.wav	曾祖父郭景昭。
common_voice_zh-CN_20073519.wav	选区名称的顺天是指整个顺天邨。
common_voice_zh-CN_20073520.wav	弘扬中国武术。
common_voice_zh-CN_20073521.wav	亲不亲故乡人
common_voice_zh-CN_20073551.wav	但有推测认为以色列仍然维持着制造和散布生物武器的有效能力。
common_voice_zh-CN_20073554.wav	该岛使用普卡普卡语。
common_voice_zh-CN_20073559.wav	是一款由育碧制作和发行的平台游戏。
common_voice_zh-CN_20073561.wav	还与友人在新加坡创办培才小学和工人夜校。
common_voice_zh-CN_20073577.wav	该物种的模式产地在中国海域。
common_voice_zh-CN_20073578.wav	在英国他有时被人。
common_voice_zh-CN_20073579.wav	当选热河省承德市邮电局邮电工业劳模。
common_voice_zh-CN_20073580.wav	但另一个独立进行的重新研究则未能有相同的发现。
common_voice_zh-CN_20073582.wav	科维尼亚克。
common_voice_zh-CN_20073607.wav	但并非世界的中心就代表地球的肚脐。
common_voice_zh-CN_20073608.wav	泥礼拥立遥辇氏迪辇组里为阻午可汗。
common_voice_zh-CN_20073609.wav	宽萼白叶莓为蔷薇科悬钩子属下的一个变种。
common_voice_zh-CN_20073610.wav	托马霍克镇区是位于美国阿肯色州瑟西县的一个行政镇区。
common_voice_zh-CN_20073662.wav	茂名无盾龟是入选国家重点保护古生物化石名录。